pdb, traj, TF, DnaK, GroEL, aggregation, degradation, function
2ptq,25,True,True,True,True,True,False
1ksf,28,True,True,True,True,True,False
1ksf,22,True,True,True,True,True,False
1ksf,23,True,True,True,True,True,False
1ksf,21,True,True,True,True,True,True
1ksf,26,True,True,True,True,True,False
1ksf,24,True,True,True,True,True,False
4iwx,20,True,True,True,False,False,True
4iwx,27,True,True,True,False,False,True
4iwx,25,True,True,True,False,False,True
4iwx,29,True,True,True,False,False,True
4iwx,28,True,True,True,False,False,True
1xru,16,False,True,True,True,False,True
1xru,10,True,True,True,True,True,True
1xru,11,False,True,True,True,True,False
1xru,18,False,True,True,True,True,False
1xru,19,True,True,True,True,True,True
4hr7,5,False,True,True,True,True,False
1ah9,7,True,True,True,True,True,False
2ww4,45,True,True,True,True,True,False
3pco,34,True,False,True,False,False,True
1a82,36,True,True,True,True,True,True
3pco,32,True,True,True,False,False,True
1k7j,23,True,False,False,False,False,True
1p91,19,False,True,True,True,True,False
1p91,18,False,True,True,True,True,False
1dfu,41,True,True,True,True,True,True
1dfu,40,True,True,True,True,True,True
2v81,7,True,True,True,False,False,True
4hr7,46,False,True,False,True,False,True
2jo6,48,True,True,True,True,True,False
2jo6,49,True,True,True,True,True,False
2jo6,44,True,True,True,True,True,False
2jo6,45,True,True,True,True,True,False
2jo6,42,True,True,True,True,True,False
2id0,28,True,True,True,False,False,False
2id0,29,True,True,True,False,False,False
2id0,26,True,True,True,False,False,False
2id0,27,True,True,True,False,False,False
2id0,25,True,True,True,False,False,True
2id0,22,True,True,True,False,False,True
2id0,23,True,True,True,False,False,False
2id0,21,True,True,True,False,False,False
2ptq,41,True,True,True,True,True,False
2ptq,43,True,True,True,True,True,False
2ptq,49,True,True,True,True,True,False
1p91,15,False,True,True,False,False,True
1p91,14,False,True,True,True,True,False
4hr7,11,False,True,False,True,False,True
4hr7,10,False,True,True,True,True,False
2kfw,8,True,True,True,True,True,False
2kfw,9,True,True,True,True,True,False
4hr7,18,False,True,True,True,True,False
1a69,25,True,True,True,False,True,True
1a69,27,True,True,False,False,False,True
1a69,21,True,True,True,True,True,True
1k7j,13,True,False,False,False,False,True
1k7j,12,True,True,True,True,True,False
1k7j,10,True,True,False,False,False,True
1k7j,17,True,False,False,False,False,True
1k7j,16,True,True,True,True,True,False
1k7j,19,True,False,False,False,False,True
3m7m,1,True,True,True,True,True,False
4kn7,32,False,False,False,False,False,True
1fui,45,False,True,True,False,False,True
1u60,16,True,True,True,True,True,True
1u60,17,True,True,True,True,True,True
1u60,14,True,True,True,True,True,True
1u60,15,True,True,True,True,True,True
1u60,13,True,True,True,True,True,True
1u60,11,True,True,True,True,True,True
1u60,19,True,True,True,True,True,True
1gqt,9,False,False,True,False,False,True
1gqt,8,False,False,True,False,False,True
1gqt,7,False,False,True,False,False,True
1gqt,6,False,False,True,False,False,True
1gqt,5,False,False,True,False,False,True
1gqt,4,False,False,True,False,False,True
1gqt,3,False,False,True,False,False,True
1gqt,2,False,False,True,False,False,True
1gqt,1,False,False,True,False,False,True
2ww4,29,True,True,True,True,True,False
2ww4,23,True,True,True,True,True,False
2ww4,26,True,True,True,True,False,True
1gqt,19,False,False,True,False,False,True
1gqt,18,False,False,True,False,False,True
1gqt,17,False,False,True,False,False,True
1gqt,16,False,False,True,False,False,True
1gqt,15,False,False,True,False,False,True
1gqt,14,False,False,True,False,False,True
1gqt,13,False,False,True,False,False,True
1gqt,12,False,False,True,False,False,True
1gqt,11,False,False,True,False,False,True
1gqt,10,False,False,True,False,False,True
4dzd,50,True,True,True,True,True,True
2hnh,50,True,True,True,True,True,False
1a82,11,True,True,True,True,True,False
1a82,19,True,True,True,True,True,True
1ng9,50,True,True,True,True,True,False
3pco,13,True,False,True,True,False,False
3pco,12,True,False,True,False,False,False
3pco,10,True,True,True,True,True,False
3pco,17,True,True,True,True,True,False
3pco,16,True,True,True,True,True,False
3pco,15,True,False,True,False,False,False
3pco,14,True,True,True,False,False,False
1p91,25,False,False,True,False,False,True
3pco,19,True,False,True,True,False,False
3pco,18,True,False,True,False,False,True
2hg2,50,True,True,True,False,False,True
4e8b,7,False,True,True,False,True,False
4e8b,6,False,True,True,False,True,False
4e8b,5,False,True,True,False,True,False
4e8b,4,False,True,True,False,True,False
4e8b,3,False,True,True,False,True,False
4e8b,2,False,True,True,False,True,False
4e8b,1,False,True,True,False,True,False
4e8b,9,False,True,True,False,True,False
4e8b,8,False,True,True,False,True,False
2id0,48,True,True,True,False,False,True
2id0,40,True,True,True,False,False,False
2id0,41,True,True,True,False,False,True
2id0,42,True,True,True,False,False,True
2id0,43,True,True,True,False,False,False
2id0,45,True,True,True,False,False,False
2id0,47,True,True,True,True,True,True
4a2c,28,True,True,True,True,True,False
4a2c,27,True,True,False,False,False,True
4a2c,22,True,True,True,True,True,False
4a2c,21,True,True,False,True,False,False
4a2c,20,True,True,True,True,True,False
2r5n,50,True,False,True,False,False,True
1zyl,28,True,True,True,True,True,True
1fui,28,False,True,True,False,False,True
1fui,29,False,True,True,False,False,True
1fui,22,False,True,True,False,False,True
1fui,23,False,True,True,False,False,True
1fui,20,False,True,True,False,False,True
1fui,21,False,True,True,False,False,True
1fui,26,False,True,True,False,False,True
1fui,27,False,True,True,False,False,True
1fui,24,False,True,True,False,False,True
1fui,25,False,True,True,False,False,True
1k7j,38,True,False,False,False,False,True
1k7j,34,True,True,True,True,True,True
1glf,8,True,True,True,False,False,True
1glf,6,True,True,True,False,False,True
1glf,5,True,True,True,False,False,True
1sv6,2,True,True,True,True,False,True
1sv6,3,True,True,True,True,False,True
2wiu,26,True,True,True,False,False,True
2wiu,27,True,True,True,False,False,True
2wiu,22,True,True,True,False,False,True
2wiu,23,True,True,True,False,False,True
2wiu,21,True,True,True,False,False,True
1ksf,3,True,True,True,True,False,True
1ksf,1,True,True,True,True,True,False
2hna,25,True,True,True,True,True,False
1gqt,39,False,False,True,False,False,True
1gqt,38,False,False,True,False,False,True
1gqt,31,False,False,True,False,False,True
1gqt,30,False,False,True,False,False,True
1gqt,33,False,False,True,False,False,True
1gqt,32,False,False,True,False,False,True
1gqt,35,False,False,True,False,False,True
1gqt,34,False,False,True,False,False,True
1gqt,37,False,False,True,False,False,True
1gqt,36,False,False,True,False,False,True
3gn5,42,True,True,True,True,True,True
1xvi,44,False,True,True,False,True,False
1xvi,46,False,True,True,True,True,True
3pco,39,True,False,True,False,True,True
3pco,38,True,True,True,True,True,False
3pco,35,True,True,True,True,True,True
3pco,37,True,False,True,False,False,True
3pco,36,True,True,True,True,True,False
3pco,31,True,True,True,False,False,True
3pco,30,True,True,True,True,True,False
3pco,33,True,True,True,True,True,True
1l6w,24,True,True,True,True,True,True
3hwo,27,True,True,True,False,True,True
3hwo,24,True,True,True,True,True,True
3hwo,22,True,True,True,True,True,True
1xvi,42,False,True,True,True,True,True
3hwo,29,True,True,True,False,True,True
1glf,14,True,True,True,False,False,True
1glf,15,True,True,True,False,False,True
1glf,12,False,True,True,False,False,True
1glf,13,True,True,True,False,False,True
2hg2,33,False,True,True,True,True,False
2hg2,32,False,True,True,False,False,True
2hg2,30,False,True,True,False,False,True
2hg2,37,False,True,True,True,False,True
2hg2,36,False,True,True,True,False,True
1dfu,36,True,True,True,True,True,True
1dfu,37,True,True,True,True,False,True
1dfu,30,True,True,True,True,True,True
1ef9,9,True,False,True,False,False,True
1pf5,46,True,True,True,True,True,False
1oro,15,True,True,True,True,True,False
1xvi,49,False,True,True,False,True,False
1xvi,48,False,True,True,False,True,False
1xvi,45,False,True,True,False,True,False
1xvi,47,False,True,True,True,True,True
1xvi,41,False,True,True,False,True,False
1xvi,40,False,True,True,False,True,True
1xvi,43,False,True,True,False,True,False
2r5n,33,True,True,True,True,True,False
2r5n,32,True,False,True,False,False,True
2r5n,31,True,False,True,False,False,True
2r5n,30,True,True,True,True,True,True
2r5n,37,True,False,True,True,True,True
2r5n,35,True,True,True,False,True,False
2r5n,34,True,True,True,True,True,False
2r5n,38,True,False,True,True,True,True
1t4b,9,True,True,True,True,True,True
1t4b,5,True,False,False,False,False,True
1t4b,4,True,False,False,False,False,True
1t4b,7,True,False,False,False,False,True
1t4b,6,True,False,False,False,False,True
1t4b,1,True,False,False,False,False,True
1t4b,3,True,False,False,False,False,True
1t4b,2,True,False,False,False,False,True
2wiu,40,True,True,True,False,False,True
2wiu,42,True,True,True,True,True,True
2wiu,47,True,True,True,False,False,True
1gqt,50,False,False,True,False,False,True
1a6j,44,True,True,True,True,True,True
1gz0,2,False,True,True,True,True,True
1gz0,3,False,True,True,True,True,True
1gz0,1,False,True,True,True,True,True
1gz0,6,False,True,True,True,True,True
1gz0,7,False,True,True,True,True,True
1gz0,4,False,True,True,True,True,True
1gz0,5,False,True,True,True,True,True
1gz0,8,False,True,True,True,True,True
1gz0,9,False,True,True,True,True,True
1svt,18,True,False,True,False,False,True
1svt,19,True,False,True,False,False,True
3hwo,50,True,True,True,True,True,True
3hwo,46,True,False,False,False,False,True
3hwo,47,True,True,True,True,True,True
3hwo,48,True,True,True,True,True,False
3hwo,49,True,True,True,False,True,True
1glf,37,False,True,True,False,False,True
1glf,34,False,True,True,False,False,True
1glf,35,False,True,True,False,False,True
1glf,30,False,True,True,False,False,True
1glf,31,False,True,True,False,False,True
1glf,38,True,True,True,False,False,True
1gt7,24,True,True,True,True,True,True
4dzd,1,True,True,True,True,True,True
2hg2,19,False,True,True,False,False,True
2hg2,18,False,True,True,False,False,True
2hg2,15,False,True,True,True,False,True
2hg2,11,False,True,True,False,False,True
1pf5,22,True,True,True,True,True,False
1pf5,21,True,True,True,True,True,False
1glf,24,True,True,True,False,False,True
2jo6,28,True,True,True,True,True,False
2jo6,22,True,True,True,True,True,False
2jo6,23,True,True,True,True,True,False
2jo6,27,True,True,True,True,True,False
2jo6,24,True,True,True,True,True,False
1pmo,22,True,True,True,True,True,False
1pmo,28,True,True,True,True,True,True
1qf6,8,True,False,True,False,True,True
1qf6,4,True,True,True,True,True,False
1qf6,5,True,True,True,True,True,False
1qf6,2,True,True,True,True,True,False
2id0,2,True,True,True,False,False,True
2r5n,15,True,False,True,True,True,True
2r5n,17,True,True,True,True,True,False
2r5n,16,True,False,True,True,True,True
2r5n,12,True,True,True,True,True,False
2id0,9,True,True,True,False,False,True
2id0,8,True,True,True,False,True,False
1a69,47,True,True,True,False,True,True
1a69,44,True,True,True,False,True,True
1a69,45,True,True,False,False,False,True
1uuf,13,True,True,True,False,False,True
1uuf,10,True,True,True,False,False,True
2kx9,27,True,True,True,False,False,False
2kx9,26,True,True,True,True,True,False
2kx9,24,True,True,True,True,True,False
2kx9,23,True,True,True,True,True,False
2kx9,22,True,True,True,True,True,False
2kx9,21,True,True,True,True,True,False
2kx9,29,True,True,True,False,True,False
1yqq,39,True,True,True,False,True,True
1yqq,34,True,True,True,False,False,True
1yqq,35,True,True,True,False,False,True
1yqq,36,True,True,True,False,True,True
1yqq,30,True,True,True,False,True,True
1yqq,31,True,True,True,False,True,True
1yqq,32,True,True,True,False,False,True
1yqq,33,True,True,True,False,True,True
4dzd,35,True,True,True,False,True,True
1u60,50,True,True,True,True,True,True
1svt,36,True,True,True,False,False,True
1svt,34,True,False,True,False,False,True
1svt,31,True,False,True,False,False,True
1svt,38,True,True,True,True,True,True
2v81,24,True,True,True,False,False,True
2v81,25,True,True,True,False,False,True
2v81,26,True,True,True,False,False,True
2v81,27,True,True,True,False,False,True
2v81,20,True,True,True,False,False,True
2v81,22,True,True,True,False,False,True
2v81,23,True,True,True,False,False,True
2v81,28,True,True,True,False,False,True
2v81,29,True,True,True,False,False,True
2kx9,2,True,True,True,True,True,False
2kx9,3,True,True,True,True,True,False
1p7l,8,True,True,False,True,False,False
1p7l,9,True,True,False,True,False,False
1p7l,6,True,True,True,True,True,False
1p7l,7,True,True,True,True,True,False
1p7l,4,True,True,False,True,False,False
1p7l,5,True,True,False,True,False,False
1p7l,3,True,True,True,True,True,False
1p7l,1,True,True,True,True,True,False
1glf,50,False,True,True,False,False,True
2kx9,8,True,True,True,True,True,False
2yva,23,True,True,True,False,False,True
4a2c,49,True,True,True,True,True,False
2hna,8,True,True,True,True,False,False
1k7j,9,True,False,False,False,False,True
1k7j,8,True,False,False,False,False,True
1k7j,2,True,False,False,False,False,True
1k7j,1,True,True,True,True,True,False
1k7j,7,True,True,False,True,False,True
1k7j,5,True,True,True,True,True,False
1k7j,4,True,False,False,False,False,True
2v81,5,True,True,True,False,False,True
1uuf,31,True,True,True,False,True,False
1uuf,32,True,True,True,False,False,True
2hna,15,True,True,True,True,False,False
2hna,14,True,True,True,True,False,False
2hna,16,True,True,True,True,False,False
1yqq,16,True,True,True,False,False,True
1yqq,17,True,True,True,False,True,True
1yqq,14,False,True,True,False,True,True
1yqq,12,True,True,True,False,True,True
1yqq,10,True,True,True,True,True,True
2hna,12,True,True,True,True,True,False
1yqq,18,True,True,True,True,True,True
2hna,19,True,True,True,True,True,False
2hna,18,True,True,True,True,True,False
1xru,7,True,True,True,True,True,False
1xru,1,True,True,True,True,True,True
1xru,2,True,True,True,True,True,False
1xru,3,True,True,True,True,True,False
1h16,18,False,True,True,False,False,True
1h16,19,False,True,True,False,False,True
1h16,14,False,True,True,False,False,True
1h16,15,False,True,True,False,False,True
1h16,16,False,True,True,False,False,True
1h16,17,False,True,True,False,False,True
1h16,10,False,True,True,False,False,True
1h16,11,False,True,True,False,False,True
1h16,12,False,True,True,False,False,True
1h16,13,False,True,True,False,False,True
4kn7,4,False,False,False,False,False,True
4kn7,5,False,False,False,False,False,True
3hwo,9,True,True,True,False,True,True
3hwo,8,True,True,True,False,True,True
3hwo,7,True,False,True,True,True,True
3hwo,5,True,False,True,True,True,False
3hwo,4,True,True,True,True,True,True
3hwo,3,True,True,True,True,True,True
3hwo,1,True,False,False,False,False,True
1d2f,50,True,True,True,True,True,True
1p91,39,False,False,True,False,False,True
1p91,38,False,True,True,True,True,False
1p91,37,False,False,True,False,False,True
2r5n,24,True,True,True,True,True,False
1p91,35,False,False,True,False,False,True
1p91,34,False,False,True,False,False,True
1p91,32,False,False,True,False,False,True
1p91,31,False,False,True,False,False,True
1p91,30,False,False,True,False,False,True
2r5n,26,True,False,True,True,True,True
2r5n,27,True,True,True,True,True,False
1w78,36,False,True,True,False,False,True
1w78,34,True,True,True,True,True,True
1w78,32,True,True,True,True,True,True
1w78,31,True,True,True,True,True,True
2r5n,25,True,True,True,True,True,True
1w78,5,True,True,True,True,True,True
1w78,6,False,True,True,False,False,True
1w78,3,True,True,True,True,True,False
4kn7,29,False,False,False,False,False,True
4kn7,28,False,False,False,False,False,True
4kn7,21,False,False,False,False,False,True
4kn7,20,False,False,False,False,False,True
4kn7,23,False,False,False,False,False,True
4kn7,22,False,False,False,False,False,True
4kn7,25,False,False,False,False,False,True
4kn7,24,False,False,False,False,False,True
4kn7,27,False,False,False,False,False,True
4kn7,26,False,False,False,False,False,True
2hna,20,True,True,True,True,False,False
1naq,11,False,True,True,True,True,True
1i6o,9,True,False,True,True,True,True
1gyt,7,False,True,False,False,False,True
1gyt,6,False,True,False,False,False,True
1gyt,5,False,True,False,False,False,True
1gyt,4,False,True,False,False,False,True
1gyt,3,False,True,False,False,False,True
1gyt,2,False,True,False,False,False,True
1gyt,1,False,True,False,False,False,True
1gyt,9,False,True,False,False,False,True
1gyt,8,False,True,False,False,False,True
1h16,36,False,True,True,False,False,True
1h16,37,False,True,True,False,False,True
1h16,34,False,True,True,False,False,True
1h16,35,False,True,True,False,False,True
1h16,32,False,True,True,False,False,True
1h16,33,False,True,True,False,False,True
1h16,30,False,True,True,False,False,True
1h16,31,False,True,True,False,False,True
1h16,38,False,True,True,False,False,True
1h16,39,False,True,True,False,False,True
1dxe,44,True,True,True,False,False,True
1dxe,48,True,True,True,False,False,True
4a2c,4,True,True,True,True,True,False
4a2c,3,True,True,True,True,True,False
1sv6,35,True,True,True,True,True,False
1sv6,37,True,True,True,False,False,True
1sv6,30,True,True,True,False,False,True
1sv6,32,True,True,True,True,True,False
3brq,31,False,True,True,True,True,False
1w78,10,True,True,True,True,True,True
1w78,13,False,True,True,False,False,True
1w78,16,True,True,True,True,True,True
4im7,9,False,True,True,False,False,True
4im7,8,True,True,True,True,True,True
4im7,5,False,True,True,True,True,False
1oro,7,True,True,True,True,True,False
1ger,42,True,True,True,True,True,False
1ger,43,True,True,True,True,True,True
1ger,45,True,True,True,True,True,False
1duv,28,True,True,True,False,True,True
4kn7,41,False,False,False,False,False,True
4kn7,40,False,False,False,False,False,True
4kn7,47,False,False,False,False,False,True
4kn7,46,False,False,False,False,False,True
4kn7,45,False,False,False,False,False,True
4kn7,44,False,False,False,False,False,True
1duv,25,True,True,True,True,True,True
1duv,24,True,True,True,True,True,False
1duv,26,True,True,True,True,True,False
4dzd,7,True,True,True,True,True,True
1ng9,24,True,True,True,True,True,False
4kn7,8,False,False,False,False,False,True
4kn7,9,False,False,False,False,False,True
3gn5,35,False,True,True,True,True,True
4kn7,6,False,False,False,False,False,True
4im7,29,False,True,True,True,True,True
4kn7,7,False,True,True,True,True,True
4im7,20,True,True,True,True,True,False
4im7,22,False,True,True,True,True,False
4kn7,2,False,False,False,False,False,True
4kn7,3,False,False,False,False,False,True
4kn7,1,False,False,False,False,False,True
2kx9,45,True,False,True,False,False,True
2kx9,46,True,True,True,False,False,False
2kx9,41,True,True,True,False,True,False
2kx9,48,True,True,True,True,True,False
2kfw,29,True,True,True,True,True,False
4hr7,3,False,True,True,True,True,False
1yqq,50,True,True,True,False,True,True
1dfu,8,True,True,True,True,True,True
1dfu,9,True,True,True,True,True,True
1dfu,4,True,True,True,True,True,True
1dfu,5,True,True,True,True,True,True
1dfu,7,True,True,True,True,True,True
1dfu,1,True,True,True,True,True,True
4hr7,2,False,True,False,True,False,True
1q5x,31,True,True,True,True,True,False
4hr7,4,False,True,False,True,False,True
2qcu,9,True,True,True,True,True,True
2qcu,8,True,True,True,True,True,False
2qcu,2,True,True,True,True,True,True
2qcu,1,True,True,True,True,True,True
2qcu,7,True,True,True,True,True,True
2qcu,6,True,True,True,True,True,True
4iwx,49,True,True,True,False,False,True
1naq,38,False,True,True,False,True,True
4iwx,42,True,True,True,False,False,True
4iwx,45,True,True,True,False,False,True
4iwx,46,True,True,True,False,False,True
1h16,50,False,True,True,False,False,True
2v81,42,True,True,True,False,False,True
2v81,43,True,True,True,False,False,True
2v81,40,True,True,True,False,False,True
2v81,41,True,True,True,False,False,True
2v81,46,True,True,True,False,False,True
2v81,47,True,True,True,False,False,True
2v81,44,True,True,True,False,False,True
2v81,48,True,True,True,False,False,True
2v81,49,True,True,True,False,False,True
3brq,11,True,True,True,True,True,False
1sv6,16,True,True,True,True,True,False
1sv6,15,True,True,True,True,True,True
1sv6,13,True,True,True,False,False,True
1sv6,10,True,True,True,True,True,False
1sv6,11,True,True,True,True,True,False
2pth,47,True,True,True,True,True,True
2id0,7,True,True,True,False,False,False
2id0,5,True,True,True,False,False,True
2id0,4,True,True,True,False,False,False
2id0,1,True,True,True,False,False,False
1fui,44,False,True,True,False,False,True
1fui,47,False,True,True,False,False,True
1fui,40,False,True,True,False,False,True
1gyt,45,False,True,False,False,False,True
1duv,43,True,True,True,True,True,False
1duv,40,True,True,True,True,True,False
1qf6,14,True,True,True,True,True,False
1qf6,15,True,True,True,True,True,False
1uuf,5,True,True,True,False,False,True
1uuf,4,True,True,True,False,False,True
1u0b,34,True,True,True,True,True,False
1u0b,35,True,True,True,True,True,False
1u0b,36,True,True,True,True,True,True
1u0b,37,True,True,True,True,True,False
1u0b,30,True,True,True,True,True,False
1u0b,31,True,True,True,True,True,False
1u0b,32,True,True,True,True,True,True
1u0b,33,True,True,True,True,True,False
1u0b,38,True,True,True,True,True,False
1u0b,39,True,True,True,True,True,False
4iwx,8,True,True,True,False,False,True
4iwx,1,True,True,True,False,False,True
4iwx,4,True,True,True,False,False,True
4iwx,7,True,True,True,False,False,True
1p91,50,False,False,True,False,False,True
2r5n,18,True,False,True,False,False,True
1w78,50,False,True,True,False,False,True
2r5n,11,True,True,True,True,True,True
2r5n,10,True,True,True,True,True,True
1xvi,8,False,True,True,False,True,False
1xvi,9,False,True,True,False,True,False
1xvi,4,False,True,True,False,True,False
1xvi,5,False,True,True,False,True,True
1xvi,6,False,True,True,False,True,False
1xvi,7,False,True,True,False,True,False
1xvi,1,False,True,True,False,True,False
1xvi,2,False,True,True,False,True,False
1xvi,3,False,True,True,True,True,True
1qf6,35,False,True,True,True,True,False
1qf6,33,True,True,True,True,True,False
1t4b,28,True,False,False,False,False,True
1t4b,29,True,False,False,False,False,True
1t4b,24,True,False,False,False,False,True
1t4b,25,True,False,False,False,False,True
1t4b,26,True,False,False,False,False,True
1t4b,27,True,False,False,False,False,True
1t4b,20,True,False,False,False,False,True
1t4b,21,True,False,False,False,False,True
1t4b,22,True,False,False,False,False,True
1t4b,23,True,False,False,False,False,True
2id0,3,True,True,True,False,False,False
1fui,42,False,True,True,False,False,True
1u0b,18,True,True,True,True,True,False
1u0b,19,True,True,True,True,True,False
1u0b,16,True,True,True,True,True,False
1u0b,17,True,True,True,True,True,False
1u0b,14,True,True,True,True,True,False
1u0b,15,True,True,True,True,True,False
1u0b,12,True,True,True,True,True,False
1u0b,13,True,True,True,True,True,False
1u0b,10,True,True,True,True,True,False
1u0b,11,True,True,True,True,True,False
2qcu,50,True,True,True,False,True,True
1dxe,24,True,True,True,False,False,True
1dxe,21,True,True,True,False,False,True
1fjj,39,True,True,True,True,True,False
1sv6,50,True,True,True,False,False,True
1p91,5,False,False,True,False,False,True
1p91,1,False,False,True,False,False,True
1ng9,11,True,True,True,True,True,False
4im7,49,True,True,True,True,True,False
4im7,42,True,True,True,False,True,False
4im7,43,True,True,True,False,True,False
4im7,40,True,True,True,True,True,False
4im7,46,True,True,True,True,True,False
4fzw,26,True,True,True,True,True,True
4fzw,22,True,True,True,True,True,True
1gyt,42,False,True,False,False,False,True
3pco,9,True,True,True,True,True,True
3pco,8,True,True,True,False,False,True
3pco,3,True,True,True,False,False,True
3pco,2,True,False,True,False,False,True
3pco,1,True,True,True,False,False,False
3pco,7,True,False,True,True,False,False
3pco,6,True,True,True,True,True,False
3pco,5,True,False,True,False,False,True
3pco,4,True,True,True,False,False,True
2kfw,44,True,True,True,True,True,False
2kfw,40,True,True,True,True,True,False
2kfw,42,True,True,True,True,True,False
2kfw,48,True,True,True,True,True,False
1cli,50,True,False,True,True,True,False
1p7l,39,True,True,True,True,True,False
1p7l,29,True,True,True,True,True,False
1p7l,28,True,True,False,False,False,False
1p7l,21,True,True,False,True,False,False
1p7l,20,True,True,True,True,True,False
1p7l,23,True,True,False,True,False,False
1p7l,22,True,True,False,False,False,False
1p7l,25,True,True,True,True,True,False
1p7l,24,True,True,True,True,True,False
1p7l,27,True,True,True,True,True,False
1p7l,26,True,True,True,True,True,False
1ksf,50,True,True,True,True,True,False
1cli,1,True,False,True,False,True,False
1cli,3,True,False,True,True,True,False
1cli,2,True,False,True,True,True,False
1cli,5,True,False,True,True,True,False
1cli,4,True,True,True,True,True,False
1cli,7,True,False,True,False,False,True
1cli,6,True,False,True,False,True,False
1cli,9,True,True,True,True,True,False
1cli,8,True,False,True,True,True,False
2fym,18,True,True,True,True,True,True
2fym,16,True,True,True,True,True,True
2fym,17,True,True,True,True,True,True
1gz0,50,False,True,True,True,True,True
1gyt,17,False,True,False,False,False,True
1gyt,16,False,True,False,False,False,True
1gyt,15,False,True,False,False,False,True
1gyt,14,False,True,False,False,False,True
1gyt,13,False,True,False,False,False,True
1gyt,12,False,True,False,False,False,True
1gyt,11,False,True,False,False,False,True
1gyt,10,False,True,False,False,False,True
1gyt,19,False,True,False,False,False,True
1gyt,18,False,True,False,False,False,True
2pth,22,False,True,True,True,True,True
2wiu,4,True,True,True,True,True,False
2wiu,3,True,True,True,True,True,False
2wiu,1,True,True,True,False,False,True
2wiu,8,True,True,True,False,False,True
4e8b,17,False,True,True,False,True,False
4e8b,16,False,True,True,False,True,False
4e8b,15,False,True,True,False,True,False
4e8b,14,False,True,True,False,True,False
4e8b,13,False,True,True,False,True,False
4e8b,12,False,True,True,False,True,False
4e8b,11,False,True,True,False,True,False
4e8b,10,False,True,True,False,True,False
4e8b,19,False,True,True,False,True,False
4e8b,18,False,True,True,False,True,False
4fzw,47,True,True,True,True,True,False
1cli,39,True,False,True,True,True,False
1cli,38,True,False,True,True,True,False
1cli,33,True,True,True,True,True,False
1cli,32,True,False,True,False,False,True
1cli,31,True,False,True,True,True,False
1cli,30,True,False,True,False,True,True
1cli,36,True,True,True,True,True,False
1ah9,23,True,True,True,True,True,False
1fui,9,False,True,True,False,False,True
1fui,8,False,True,True,False,False,True
1fui,3,False,True,True,False,False,True
1fui,2,False,True,True,False,False,True
1fui,1,False,True,True,False,False,True
1fui,7,False,True,True,False,False,True
1fui,6,False,True,True,False,False,True
1fui,5,False,True,True,False,False,True
1fui,4,False,True,True,False,False,True
2hna,48,True,True,True,True,False,False
2hna,45,True,True,True,True,False,False
1p7l,43,True,True,False,True,False,False
1p7l,42,True,True,True,True,True,False
1p7l,41,True,True,False,True,False,False
1p7l,40,True,True,False,True,False,False
1p7l,47,True,True,True,True,True,False
1p7l,45,True,True,True,True,True,False
1p7l,44,True,True,True,True,True,False
1p7l,49,True,True,True,True,True,False
1p7l,48,True,True,True,True,True,False
2qcu,13,True,True,True,True,True,False
2qcu,12,True,True,True,True,True,False
2qcu,11,True,True,True,True,True,False
2qcu,16,True,True,True,False,False,True
2qcu,14,True,True,True,True,True,False
2qcu,19,True,True,True,True,True,True
2qcu,18,True,True,True,True,True,True
4hr7,28,False,True,True,True,True,False
4hr7,29,False,True,True,True,True,False
4hr7,20,False,True,False,True,False,True
4hr7,21,False,True,True,True,True,False
4hr7,22,False,True,True,True,True,False
4hr7,23,False,True,True,True,True,False
4hr7,24,False,True,True,True,True,False
4hr7,25,False,True,True,True,True,False
4hr7,26,False,True,True,True,True,False
4hr7,27,False,True,True,True,True,False
2fym,35,True,True,True,False,True,False
2fym,30,True,True,True,False,True,True
2fym,38,True,True,True,True,True,True
1sv6,49,True,True,True,True,True,False
1gyt,31,False,True,False,False,False,True
1gyt,30,False,True,False,False,False,True
1gyt,33,False,True,False,False,False,True
1gyt,32,False,True,False,False,False,True
1gyt,35,False,True,False,False,False,True
1gyt,34,False,True,False,False,False,True
1gyt,37,False,True,True,True,True,True
1gyt,36,False,True,False,False,False,True
1gyt,39,False,True,False,False,False,True
1gyt,38,False,True,False,False,False,True
1dxe,39,True,True,True,False,False,True
1svt,8,True,True,True,False,False,True
1svt,9,True,False,True,False,False,True
1svt,6,True,True,True,False,False,True
1svt,7,True,False,True,False,False,True
1t4b,48,True,False,False,False,False,True
1t4b,49,True,False,False,False,False,True
1t4b,42,True,False,False,False,False,True
1t4b,43,True,False,False,False,False,True
1t4b,40,True,True,True,True,True,True
1t4b,41,True,False,False,False,False,True
1t4b,46,True,False,False,False,False,True
1t4b,47,True,False,False,False,False,True
1t4b,44,True,False,False,False,False,True
1t4b,45,True,False,False,False,False,True
4e8b,31,False,True,True,False,False,False
4e8b,30,False,True,True,False,True,False
4e8b,33,False,True,True,False,True,False
4e8b,32,False,True,True,False,True,False
4e8b,35,False,True,True,False,True,False
4e8b,34,False,True,True,False,True,False
4e8b,37,False,True,True,False,True,False
4e8b,36,False,True,True,False,True,False
4e8b,39,False,True,True,False,True,False
4e8b,38,False,True,True,False,True,False
2hnh,27,True,False,True,False,False,True
2hnh,23,True,True,True,True,True,False
2hnh,21,True,True,True,False,True,True
2hnh,20,True,True,True,True,True,False
2hnh,28,True,True,True,True,True,True
1cli,15,True,False,True,False,False,True
1cli,14,True,False,True,True,True,False
